node_index,root_id,type,family,role,side
3478,720575940619779465,T4b,T4 Neuron,input,right
3479,720575940619782104,T4d,T4 Neuron,input,left
3480,720575940619784033,T4c,T4 Neuron,input,right
3481,720575940619788169,T4a,T4 Neuron,input,right
3482,720575940619788885,T5b,T5 Neuron,input,right
3483,720575940619792202,T4d,T4 Neuron,input,right
3484,720575940619792589,T5d,T5 Neuron,input,left
3485,720575940619793031,T5d,T5 Neuron,input,right
3486,720575940619793997,T4a,T4 Neuron,input,right
3487,720575940619794311,T4c,T4 Neuron,input,left
3488,720575940619795533,T5a,T5 Neuron,input,right
3489,720575940619797174,T4c,T4 Neuron,input,left
3490,720575940619804107,T5a,T5 Neuron,input,left
3491,720575940619804752,T5c,T5 Neuron,input,right
3492,720575940619806305,T5c,T5 Neuron,input,right
3493,720575940619809334,T4d,T4 Neuron,input,left
3494,720575940619810068,T4a,T4 Neuron,input,right
3495,720575940619810982,T4d,T4 Neuron,input,right
3496,720575940619812717,T4a,T4 Neuron,input,right
3497,720575940619816071,T5c,T5 Neuron,input,right
3498,720575940619816753,T5b,T5 Neuron,input,left
3499,720575940619817293,T5c,T5 Neuron,input,right
3500,720575940619818033,T5d,T5 Neuron,input,left
3501,720575940619821259,T4a,T4 Neuron,input,left
3502,720575940619825485,T5d,T5 Neuron,input,right
3503,720575940619827277,T5d,T5 Neuron,input,right
3504,720575940619828184,T4a,T4 Neuron,input,left
3505,720575940619828813,T5c,T5 Neuron,input,right
3506,720575940619831117,T5a,T5 Neuron,input,right
3507,720575940619831206,T5b,T5 Neuron,input,left
3508,720575940619833816,T5a,T5 Neuron,input,left
3509,720575940619834072,T4b,T4 Neuron,input,left
3510,720575940619835953,T5c,T5 Neuron,input,left
3511,720575940619837387,T4a,T4 Neuron,input,right
3512,720575940619837829,T4b,T4 Neuron,input,left
3513,720575940619839056,T4d,T4 Neuron,input,left
3514,720575940619839821,T5d,T5 Neuron,input,right
3515,720575940619840085,T4d,T4 Neuron,input,left
3516,720575940619840647,T5d,T5 Neuron,input,left
3517,720575940619842901,T5a,T5 Neuron,input,left
3518,720575940619846347,T4d,T4 Neuron,input,left
3519,720575940619847757,T5a,T5 Neuron,input,right
3520,720575940619849069,T4d,T4 Neuron,input,right
3521,720575940619860301,T5d,T5 Neuron,input,right
3522,720575940619861963,T4c,T4 Neuron,input,left
3523,720575940619862987,T5c,T5 Neuron,input,left
3524,720575940619863431,T5d,T5 Neuron,input,left
3525,720575940619867259,T5b,T5 Neuron,input,right
3526,720575940619867771,T5b,T5 Neuron,input,right
3527,720575940619868027,T5c,T5 Neuron,input,right
3528,720575940619868539,T5b,T5 Neuron,input,right
3529,720575940619868795,T5d,T5 Neuron,input,right
3530,720575940619869051,T5c,T5 Neuron,input,right
3531,720575940619870785,T4c,T4 Neuron,input,left
3532,720575940619871597,T5a,T5 Neuron,input,right
3533,720575940619872592,T4b,T4 Neuron,input,left
3534,720575940619872715,T4b,T4 Neuron,input,left
3535,720575940619874694,T5c,T5 Neuron,input,right
3536,720575940619877615,T4d,T4 Neuron,input,left
3537,720575940619878961,VS1,VS,processing,right
3538,720575940619883073,T4d,T4 Neuron,input,right
3539,720575940619885110,T4d,T4 Neuron,input,right
3540,720575940619887064,T5b,T5 Neuron,input,left
3541,720575940619888720,T4a,T4 Neuron,input,left
3542,720575940619889729,T4c,T4 Neuron,input,right
3543,720575940619890136,T5d,T5 Neuron,input,right
3544,720575940619891928,T5d,T5 Neuron,input,left
3545,720575940619893208,T5c,T5 Neuron,input,right
3546,720575940619902805,T4a,T4 Neuron,input,left
3547,720575940619906251,T4b,T4 Neuron,input,left
3548,720575940619907633,T4b,T4 Neuron,input,left
3549,720575940619908811,T4a,T4 Neuron,input,left
3550,720575940619916564,T5a,T5 Neuron,input,right
3551,720575940619919696,T5c,T5 Neuron,input,right
3552,720575940619922005,T4c,T4 Neuron,input,left
3553,720575940619923029,T5b,T5 Neuron,input,right
3554,720575940619923476,T5a,T5 Neuron,input,right
3555,720575940619925012,T5c,T5 Neuron,input,right
3556,720575940619925696,T4b,T4 Neuron,input,right
3557,720575940619926321,T5d,T5 Neuron,input,left
3558,720575940619929765,T5b,T5 Neuron,input,right
3559,720575940619930929,T5a,T5 Neuron,input,left
3560,720575940619934680,T5c,T5 Neuron,input,left
3561,720575940619935435,T4b,T4 Neuron,input,left
3562,720575940619936020,T5d,T5 Neuron,input,right
3563,720575940619937812,T5a,T5 Neuron,input,right
3564,720575940619943845,T5a,T5 Neuron,input,left
3565,720575940619944363,T4d,T4 Neuron,input,right
3566,720575940619945808,T4d,T4 Neuron,input,left
3567,720575940619952469,T5a,T5 Neuron,input,left
3568,720575940619954648,T5d,T5 Neuron,input,left
3569,720575940619956045,T4c,T4 Neuron,input,right
3570,720575940619958699,T5a,T5 Neuron,input,left
3571,720575940619961168,T4d,T4 Neuron,input,left
3572,720575940619962448,T4d,T4 Neuron,input,left
3573,720575940619962612,T4c,T4 Neuron,input,right
3574,720575940619963015,T4d,T4 Neuron,input,left
3575,720575940619963697,T5c,T5 Neuron,input,left
3576,720575940619965776,T4c,T4 Neuron,input,left
3577,720575940619966087,T4d,T4 Neuron,input,right
3578,720575940619970480,T4d,T4 Neuron,input,left
3579,720575940619972944,T5a,T5 Neuron,input,left
3580,720575940619972998,T4d,T4 Neuron,input,right
3581,720575940619975765,T4a,T4 Neuron,input,left
3582,720575940619977045,T5a,T5 Neuron,input,right
3583,720575940619979313,T4c,T4 Neuron,input,right
3584,720575940619984469,T4d,T4 Neuron,input,right
3585,720575940619985099,T4a,T4 Neuron,input,left
3586,720575940619987659,T5a,T5 Neuron,input,left
3587,720575940619988359,T5a,T5 Neuron,input,right
3588,720575940619997269,T4d,T4 Neuron,input,left
3589,720575940619999818,T4a,T4 Neuron,input,right
3590,720575940620003248,T4a,T4 Neuron,input,left
3591,720575940620009045,T5a,T5 Neuron,input,left
3592,720575940620010712,T5b,T5 Neuron,input,left
3593,720575940620011503,T4c,T4 Neuron,input,right
3594,720575940620012526,T4b,T4 Neuron,input,right
3595,720575940620012782,T4c,T4 Neuron,input,right
3596,720575940620014928,T5a,T5 Neuron,input,left
3597,720575940620015051,T4b,T4 Neuron,input,left
3598,720575940620017829,T4c,T4 Neuron,input,right
3599,720575940620018000,T5b,T5 Neuron,input,left
3600,720575940620018256,T5c,T5 Neuron,input,left
3601,720575940620018523,T5a,T5 Neuron,input,right
3602,720575940620031111,T4d,T4 Neuron,input,left
3603,720575940620032336,T5b,T5 Neuron,input,left
3604,720575940620033585,T4c,T4 Neuron,input,left
3605,720575940620033872,T4b,T4 Neuron,input,right
3606,720575940620034932,T5a,T5 Neuron,input,right
3607,720575940620035408,T4b,T4 Neuron,input,right
3608,720575940620035544,T4d,T4 Neuron,input,left
3609,720575940620035664,T5a,T5 Neuron,input,left
3610,720575940620037323,T4b,T4 Neuron,input,left
3611,720575940620040528,T5c,T5 Neuron,input,right
3612,720575940620041351,T5b,T5 Neuron,input,left
3613,720575940620043655,T5b,T5 Neuron,input,left
3614,720575940620045771,T5d,T5 Neuron,input,left
3615,720575940620049488,T5c,T5 Neuron,input,left
3616,720575940620049573,T5a,T5 Neuron,input,right
3617,720575940620052565,T5b,T5 Neuron,input,left
3618,720575940620055768,T4d,T4 Neuron,input,left
3619,720575940620056852,T4a,T4 Neuron,input,left
3620,720575940620059813,T4b,T4 Neuron,input,right
3621,720575940620062384,T5a,T5 Neuron,input,left
3622,720575940620063623,T5a,T5 Neuron,input,left
3623,720575940620066580,T4d,T4 Neuron,input,right
3624,720575940620068628,T5a,T5 Neuron,input,right
3625,720575940620069712,T4d,T4 Neuron,input,right
3626,720575940620075686,T5d,T5 Neuron,input,left
3627,720575940620075941,T5c,T5 Neuron,input,right
3628,720575940620076208,T4a,T4 Neuron,input,right
3629,720575940620076368,T5c,T5 Neuron,input,right
3630,720575940620079808,T5a,T5 Neuron,input,right
3631,720575940620081542,T4d,T4 Neuron,input,left
3632,720575940620087175,T5b,T5 Neuron,input,left
3633,720575940620090544,T5c,T5 Neuron,input,right
3634,720575940620101255,T4c,T4 Neuron,input,left
3635,720575940620102576,T5d,T5 Neuron,input,right
3636,720575940620108411,T5d,T5 Neuron,input,left
3637,720575940620115316,T4d,T4 Neuron,input,left
3638,720575940620117163,T5d,T5 Neuron,input,right
3639,720575940620117669,T4c,T4 Neuron,input,right
3640,720575940620117895,T4b,T4 Neuron,input,right
3641,720575940620118608,T4a,T4 Neuron,input,left
3642,720575940620123477,T4d,T4 Neuron,input,left
3643,720575940620124513,T5d,T5 Neuron,input,left
3644,720575940620127041,T5d,T5 Neuron,input,right
3645,720575940620128438,T4a,T4 Neuron,input,right
3646,720575940620131237,T4a,T4 Neuron,input,right
3647,720575940620135803,T4c,T4 Neuron,input,left
3648,720575940620136613,T5a,T5 Neuron,input,right
3649,720575940620137408,T4b,T4 Neuron,input,right
3650,720575940620148416,T5d,T5 Neuron,input,right
3651,720575940620148596,T4b,T4 Neuron,input,right
3652,720575940620148673,T5c,T5 Neuron,input,right
3653,720575940620150699,T4c,T4 Neuron,input,left
3654,720575940620152199,T4b,T4 Neuron,input,left
3655,720575940620158923,T4b,T4 Neuron,input,left
3656,720575940620159111,T5b,T5 Neuron,input,left
3657,720575940620162241,T5c,T5 Neuron,input,right
3658,720575940620163275,T4c,T4 Neuron,input,left
3659,720575940620164262,T5c,T5 Neuron,input,left
3660,720575940620168395,T5c,T5 Neuron,input,right
3661,720575940620173483,T5c,T5 Neuron,input,left
3662,720575940620176263,T5d,T5 Neuron,input,left
3663,720575940620178256,T4d,T4 Neuron,input,right
3664,720575940620179137,T5a,T5 Neuron,input,right
3665,720575940620181184,T5a,T5 Neuron,input,left
3666,720575940620181931,T4b,T4 Neuron,input,left
3667,720575940620182321,T5c,T5 Neuron,input,left
3668,720575940620182976,T4a,T4 Neuron,input,left
3669,720575940620190656,T5c,T5 Neuron,input,right
3670,720575940620190959,T5b,T5 Neuron,input,right
3671,720575940620191252,T4a,T4 Neuron,input,left
3672,720575940620191764,T5d,T5 Neuron,input,left
3673,720575940620194951,T5d,T5 Neuron,input,left
3674,720575940620195776,T5a,T5 Neuron,input,right
3675,720575940620198127,T5c,T5 Neuron,input,right
3676,720575940620198420,T4c,T4 Neuron,input,left
3677,720575940620202405,T5a,T5 Neuron,input,left
3678,720575940620205648,T5a,T5 Neuron,input,left
3679,720575940620205844,T5d,T5 Neuron,input,left
3680,720575940620207952,T5c,T5 Neuron,input,right
3681,720575940620210054,T5c,T5 Neuron,input,left
3682,720575940620210512,T5a,T5 Neuron,input,left
3683,720575940620213268,T4c,T4 Neuron,input,right
3684,720575940620220598,T4a,T4 Neuron,input,right
3685,720575940620222811,T4d,T4 Neuron,input,right
3686,720575940620227823,T5c,T5 Neuron,input,left
3687,720575940620228212,T4c,T4 Neuron,input,right
3688,720575940620228884,T5b,T5 Neuron,input,left
3689,720575940620233040,T4a,T4 Neuron,input,left
3690,720575940620235867,T4d,T4 Neuron,input,right
3691,720575940620237039,T5b,T5 Neuron,input,right
3692,720575940620237702,T5a,T5 Neuron,input,right
3693,720575940620238063,T5c,T5 Neuron,input,right
3694,720575940620241031,T4b,T4 Neuron,input,left
3695,720575940620241755,T5b,T5 Neuron,input,right
3696,720575940620243335,T5b,T5 Neuron,input,left
3697,720575940620243591,T4c,T4 Neuron,input,right
3698,720575940620246875,T5a,T5 Neuron,input,left
3699,720575940620255141,T5a,T5 Neuron,input,left
3700,720575940620255471,T4d,T4 Neuron,input,right
3701,720575940620256421,T5c,T5 Neuron,input,left
3702,720575940620260998,T4c,T4 Neuron,input,right
3703,720575940620273499,T5d,T5 Neuron,input,right
3704,720575940620274160,T5c,T5 Neuron,input,left
3705,720575940620274566,T5b,T5 Neuron,input,right
3706,720575940620275053,T5b,T5 Neuron,input,right
3707,720575940620277942,T4a,T4 Neuron,input,right
3708,720575940620278875,T5d,T5 Neuron,input,right
3709,720575940620279131,T5a,T5 Neuron,input,right
3710,720575940620285131,T5d,T5 Neuron,input,left
3711,720575940620289729,T5b,T5 Neuron,input,right
3712,720575940620295105,T5d,T5 Neuron,input,right
3713,720575940620298631,T4d,T4 Neuron,input,left
3714,720575940620301483,T5d,T5 Neuron,input,right
3715,720575940620305835,T4c,T4 Neuron,input,right
3716,720575940620306853,T4c,T4 Neuron,input,right
3717,720575940620310208,T4a,T4 Neuron,input,right
3718,720575940620310441,T4d,T4 Neuron,input,left
3719,720575940620311232,T5d,T5 Neuron,input,right
3720,720575940620311791,T5a,T5 Neuron,input,right
3721,720575940620313873,T4d,T4 Neuron,input,right
3722,720575940620314246,T4c,T4 Neuron,input,right
3723,720575940620314305,T5b,T5 Neuron,input,right
3724,720575940620315412,T5d,T5 Neuron,input,left
3725,720575940620316865,T4d,T4 Neuron,input,right
3726,720575940620319323,T5b,T5 Neuron,input,right
3727,720575940620322439,T5b,T5 Neuron,input,left
3728,720575940620326929,T4a,T4 Neuron,input,right
3729,720575940620332308,T4d,T4 Neuron,input,right
3730,720575940620333038,T5b,T5 Neuron,input,right
3731,720575940620333784,T5c,T5 Neuron,input,right
3732,720575940620335437,T4a,T4 Neuron,input,right
3733,720575940620336208,T5d,T5 Neuron,input,right
3734,720575940620336475,T5a,T5 Neuron,input,right
3735,720575940620337684,T5b,T5 Neuron,input,left
3736,720575940620338708,T5a,T5 Neuron,input,left
3737,720575940620339183,T4c,T4 Neuron,input,left
3738,720575940620342292,T4c,T4 Neuron,input,left
3739,720575940620346305,T4b,T4 Neuron,input,right
3740,720575940620346900,T5b,T5 Neuron,input,right
3741,720575940620348144,T4d,T4 Neuron,input,right
3742,720575940620348513,T5b,T5 Neuron,input,right
3743,720575940620348692,T5a,T5 Neuron,input,left
3744,720575940620350191,T5a,T5 Neuron,input,right
3745,720575940620353518,T5b,T5 Neuron,input,right
3746,720575940620353883,T5c,T5 Neuron,input,right
3747,720575940620354726,T4b,T4 Neuron,input,right
3748,720575940620355917,T4b,T4 Neuron,input,right
3749,720575940620357615,T5d,T5 Neuron,input,right
3750,720575940620358741,T5b,T5 Neuron,input,left
3751,720575940620363355,T5b,T5 Neuron,input,left
3752,720575940620364379,T4d,T4 Neuron,input,left
3753,720575940620365249,T4d,T4 Neuron,input,left
3754,720575940620368043,T5c,T5 Neuron,input,right
3755,720575940620368587,T4d,T4 Neuron,input,left
3756,720575940620369323,T4d,T4 Neuron,input,right
3757,720575940620370347,T5d,T5 Neuron,input,right
3758,720575940620371371,T4d,T4 Neuron,input,right
3759,720575940620380075,T5b,T5 Neuron,input,right
3760,720575940620380654,T5a,T5 Neuron,input,right
3761,720575940620381062,T4c,T4 Neuron,input,right
3762,720575940620384848,T4c,T4 Neuron,input,right
3763,720575940620386651,T5c,T5 Neuron,input,left
3764,720575940620387137,T5b,T5 Neuron,input,right
3765,720575940620393521,T4a,T4 Neuron,input,left
3766,720575940620394257,T4c,T4 Neuron,input,right
3767,720575940620395759,T4b,T4 Neuron,input,right
3768,720575940620397598,T5c,T5 Neuron,input,left
3769,720575940620397841,T4c,T4 Neuron,input,right
3770,720575940620400774,T5d,T5 Neuron,input,right
3771,720575940620401031,T5b,T5 Neuron,input,left
3772,720575940620402718,T5c,T5 Neuron,input,left
3773,720575940620410304,T4b,T4 Neuron,input,right
3774,720575940620411120,T4b,T4 Neuron,input,left
3775,720575940620414794,T5b,T5 Neuron,input,right
3776,720575940620415793,T5c,T5 Neuron,input,left
3777,720575940620415809,T5b,T5 Neuron,input,right
3778,720575940620416586,T4b,T4 Neuron,input,right
3779,720575940620416960,T4b,T4 Neuron,input,left
3780,720575940620418836,T5c,T5 Neuron,input,left
3781,720575940620419008,T5c,T5 Neuron,input,right
3782,720575940620419207,T4a,T4 Neuron,input,right
3783,720575940620419824,T4a,T4 Neuron,input,right
3784,720575940620421614,T5a,T5 Neuron,input,right
3785,720575940620422480,T5b,T5 Neuron,input,left
3786,720575940620423765,T4d,T4 Neuron,input,left
3787,720575940620427605,T4d,T4 Neuron,input,left
3788,720575940620427712,T5a,T5 Neuron,input,left
3789,720575940620428668,T5b,T5 Neuron,input,right
3790,720575940620429248,T4a,T4 Neuron,input,left
3791,720575940620431013,T4d,T4 Neuron,input,right
3792,720575940620433287,T4b,T4 Neuron,input,left
3793,720575940620435627,T5c,T5 Neuron,input,right
3794,720575940620436912,T4a,T4 Neuron,input,right
3795,720575940620440199,T5c,T5 Neuron,input,left
3796,720575940620441560,T5c,T5 Neuron,input,left
3797,720575940620441680,T5d,T5 Neuron,input,left
3798,720575940620443156,T5a,T5 Neuron,input,left
3799,720575940620443227,T4d,T4 Neuron,input,left
3800,720575940620443725,T5d,T5 Neuron,input,right
3801,720575940620444619,T4c,T4 Neuron,input,left
3802,720575940620445536,T5d,T5 Neuron,input,right
3803,720575940620446484,T5b,T5 Neuron,input,left
3804,720575940620447623,T5a,T5 Neuron,input,right
3805,720575940620458887,T5d,T5 Neuron,input,left
3806,720575940620464832,T4d,T4 Neuron,input,right
3807,720575940620465067,T5c,T5 Neuron,input,left
3808,720575940620471893,T4b,T4 Neuron,input,left
3809,720575940620474817,T5b,T5 Neuron,input,right
3810,720575940620475015,T5d,T5 Neuron,input,left
3811,720575940620476436,T4c,T4 Neuron,input,right
3812,720575940620477099,T5a,T5 Neuron,input,left
3813,720575940620478959,T4b,T4 Neuron,input,left
3814,720575940620479038,T4a,T4 Neuron,input,right
3815,720575940620480134,T4d,T4 Neuron,input,right
3816,720575940620486336,T5a,T5 Neuron,input,left
3817,720575940620486848,T5b,T5 Neuron,input,left
3818,720575940620489094,T5c,T5 Neuron,input,left
3819,720575940620489972,T4d,T4 Neuron,input,left
3820,720575940620494641,T5a,T5 Neuron,input,left
3821,720575940620496913,T4a,T4 Neuron,input,right
3822,720575940620497067,T5b,T5 Neuron,input,left
3823,720575940620497279,T5c,T5 Neuron,input,left
3824,720575940620499371,T4c,T4 Neuron,input,left
3825,720575940620506862,T4c,T4 Neuron,input,right
3826,720575940620507557,T4b,T4 Neuron,input,left
3827,720575940620511249,T4a,T4 Neuron,input,right
3828,720575940620515857,T4c,T4 Neuron,input,right
3829,720575940620518917,T4d,T4 Neuron,input,right
3830,720575940620519173,T4c,T4 Neuron,input,right
3831,720575940620526757,T5b,T5 Neuron,input,right
3832,720575940620527487,T4a,T4 Neuron,input,left
3833,720575940620528736,T5b,T5 Neuron,input,right
3834,720575940620530091,T4a,T4 Neuron,input,right
3835,720575940620534399,T4c,T4 Neuron,input,left
3836,720575940620534624,T5b,T5 Neuron,input,right
3837,720575940620544096,T5a,T5 Neuron,input,right
3838,720575940620544895,T4c,T4 Neuron,input,left
3839,720575940620548443,T4a,T4 Neuron,input,left
3840,720575940620550004,T5a,T5 Neuron,input,right
3841,720575940620550240,T5c,T5 Neuron,input,right
3842,720575940620551776,T5d,T5 Neuron,input,right
3843,720575940620552319,T5b,T5 Neuron,input,left
3844,720575940620553069,T4d,T4 Neuron,input,right
3845,720575940620553125,T5d,T5 Neuron,input,right
3846,720575940620553921,T4b,T4 Neuron,input,right
3847,720575940620555173,T5a,T5 Neuron,input,left
3848,720575940620559469,T5c,T5 Neuron,input,right
3849,720575940620561279,T4b,T4 Neuron,input,right
3850,720575940620562881,T4c,T4 Neuron,input,left
3851,720575940620567643,T5c,T5 Neuron,input,left
3852,720575940620567791,T5b,T5 Neuron,input,left
3853,720575940620568235,T5b,T5 Neuron,input,left
3854,720575940620568966,T4d,T4 Neuron,input,right
3855,720575940620569537,T5b,T5 Neuron,input,left
3856,720575940620572031,T4b,T4 Neuron,input,left
3857,720575940620572287,T5d,T5 Neuron,input,right
3858,720575940620572737,T5c,T5 Neuron,input,right
3859,720575940620572781,T4a,T4 Neuron,input,right
3860,720575940620573319,T4a,T4 Neuron,input,left
3861,720575940620575067,T4a,T4 Neuron,input,right
3862,720575940620575085,T5c,T5 Neuron,input,left
3863,720575940620575727,T4c,T4 Neuron,input,left
3864,720575940620576773,T4a,T4 Neuron,input,right
3865,720575940620577360,T5a,T5 Neuron,input,right
3866,720575940620584319,T4a,T4 Neuron,input,right
3867,720575940620586349,T5a,T5 Neuron,input,left
3868,720575940620587143,T5a,T5 Neuron,input,left
3869,720575940620589190,T4a,T4 Neuron,input,left
3870,720575940620591454,T5a,T5 Neuron,input,right
3871,720575940620591494,T5c,T5 Neuron,input,right
3872,720575940620593323,T4d,T4 Neuron,input,right
3873,720575940620594113,T4d,T4 Neuron,input,left
3874,720575940620595792,T4d,T4 Neuron,input,left
3875,720575940620597382,T4a,T4 Neuron,input,left
3876,720575940620597524,T5c,T5 Neuron,input,right
3877,720575940620603519,T4c,T4 Neuron,input,right
3878,720575940620604353,T4a,T4 Neuron,input,left
3879,720575940620606061,T4b,T4 Neuron,input,right
3880,720575940620606317,T5d,T5 Neuron,input,right
3881,720575940620607508,T4c,T4 Neuron,input,left
3882,720575940620608365,T4c,T4 Neuron,input,right
3883,720575940620608895,T5c,T5 Neuron,input,right
3884,720575940620611009,T5a,T5 Neuron,input,right
3885,720575940620611866,T4a,T4 Neuron,input,right
3886,720575940620612998,T4a,T4 Neuron,input,left
3887,720575940620613313,T4b,T4 Neuron,input,left
3888,720575940620613409,T4c,T4 Neuron,input,right
3889,720575940620614534,T5c,T5 Neuron,input,left
3890,720575940620615774,T4c,T4 Neuron,input,left
3891,720575940620619247,T5a,T5 Neuron,input,left
3892,720575940620622251,T5a,T5 Neuron,input,left
3893,720575940620622597,T4a,T4 Neuron,input,left
3894,720575940620623469,T4a,T4 Neuron,input,right
3895,720575940620625030,T4a,T4 Neuron,input,left
3896,720575940620625067,T4c,T4 Neuron,input,right
3897,720575940620627439,T5a,T5 Neuron,input,left
3898,720575940620628161,T5d,T5 Neuron,input,left
3899,720575940620628818,T5c,T5 Neuron,input,right
3900,720575940620630406,T4c,T4 Neuron,input,left
3901,720575940620634096,T5c,T5 Neuron,input,left
3902,720575940620636587,T4a,T4 Neuron,input,left
3903,720575940620637266,T4c,T4 Neuron,input,right
3904,720575940620637935,T4d,T4 Neuron,input,right
3905,720575940620639050,T4a,T4 Neuron,input,right
3906,720575940620640427,T4b,T4 Neuron,input,left
3907,720575940620640594,T4b,T4 Neuron,input,right
3908,720575940620642799,T5b,T5 Neuron,input,left
3909,720575940620643055,T4b,T4 Neuron,input,left
3910,720575940620643311,T4d,T4 Neuron,input,left
3911,720575940620644434,T4c,T4 Neuron,input,right
3912,720575940620645709,T5b,T5 Neuron,input,right
3913,720575940620648385,T4a,T4 Neuron,input,left
3914,720575940620649409,T4c,T4 Neuron,input,left
3915,720575940620651179,T4b,T4 Neuron,input,left
3916,720575940620651361,T5c,T5 Neuron,input,right
3917,720575940620652016,T4a,T4 Neuron,input,left
3918,720575940620653665,T5c,T5 Neuron,input,right
3919,720575940620654318,T4c,T4 Neuron,input,left
3920,720575940620654574,T5a,T5 Neuron,input,left
3921,720575940620655087,T5c,T5 Neuron,input,left
3922,720575940620655494,T5a,T5 Neuron,input,left
3923,720575940620656598,T5b,T5 Neuron,input,right
3924,720575940620656775,T5c,T5 Neuron,input,left
3925,720575940620657182,T5a,T5 Neuron,input,left
3926,720575940620657287,T4c,T4 Neuron,input,left
3927,720575940620657428,T5c,T5 Neuron,input,left
3928,720575940620657543,T4a,T4 Neuron,input,left
3929,720575940620657799,T5d,T5 Neuron,input,left
3930,720575940620662619,T5d,T5 Neuron,input,right
3931,720575940620662622,T5c,T5 Neuron,input,right
3932,720575940620663899,T5d,T5 Neuron,input,left
3933,720575940620664559,T4b,T4 Neuron,input,left
3934,720575940620666459,T4b,T4 Neuron,input,left
3935,720575940620667156,T4a,T4 Neuron,input,left
3936,720575940620667747,T4d,T4 Neuron,input,left
3937,720575940620671367,T4d,T4 Neuron,input,right
3938,720575940620672609,T4c,T4 Neuron,input,right
3939,720575940620674125,T5c,T5 Neuron,input,right
3940,720575940620674950,T4d,T4 Neuron,input,left
3941,720575940620676958,T4a,T4 Neuron,input,left
3942,720575940620685039,T4a,T4 Neuron,input,right
3943,720575940620687599,T4a,T4 Neuron,input,right
3944,720575940620688148,T4b,T4 Neuron,input,left
3945,720575940620690708,T4c,T4 Neuron,input,left
3946,720575940620690768,T4b,T4 Neuron,input,right
3947,720575940620692103,T5c,T5 Neuron,input,left
3948,720575940620693999,T4c,T4 Neuron,input,right
3949,720575940620696229,T4c,T4 Neuron,input,right
3950,720575940620697520,T4c,T4 Neuron,input,right
3951,720575940620697691,T4a,T4 Neuron,input,left
3952,720575940620697697,T5c,T5 Neuron,input,left
3953,720575940620698863,T5b,T5 Neuron,input,left
3954,720575940620700190,T5c,T5 Neuron,input,left
3955,720575940620702703,T5d,T5 Neuron,input,left
3956,720575940620703879,T4c,T4 Neuron,input,left
3957,720575940620703983,T5d,T5 Neuron,input,right
3958,720575940620704773,T4d,T4 Neuron,input,right
3959,720575940620707567,T5a,T5 Neuron,input,left
3960,720575940620713351,T4d,T4 Neuron,input,left
3961,720575940620714479,T4b,T4 Neuron,input,right
3962,720575940620715246,T5b,T5 Neuron,input,left
3963,720575940620716527,T5a,T5 Neuron,input,left
3964,720575940620718575,T4d,T4 Neuron,input,right
3965,720575940620719380,T5c,T5 Neuron,input,left
3966,720575940620719855,T5a,T5 Neuron,input,left
3967,720575940620723233,T5d,T5 Neuron,input,left
3968,720575940620723521,T5c,T5 Neuron,input,right
3969,720575940620724718,T4b,T4 Neuron,input,left
3970,720575940620726849,T4b,T4 Neuron,input,right
3971,720575940620727022,T4c,T4 Neuron,input,left
3972,720575940620727361,T4b,T4 Neuron,input,right
3973,720575940620732525,T4b,T4 Neuron,input,right
3974,720575940620733376,T4a,T4 Neuron,input,left
3975,720575940620734061,T5a,T5 Neuron,input,right
3976,720575940620734958,T5a,T5 Neuron,input,right
3977,720575940620735691,T4c,T4 Neuron,input,right
3978,720575940620736704,T4d,T4 Neuron,input,right
3979,720575940620737774,T5c,T5 Neuron,input,left
3980,720575940620743663,T4b,T4 Neuron,input,left
3981,720575940620743918,T4d,T4 Neuron,input,left
3982,720575940620745242,T4a,T4 Neuron,input,right
3983,720575940620746849,T4d,T4 Neuron,input,right
3984,720575940620747355,T5a,T5 Neuron,input,right
3985,720575940620747553,T4d,T4 Neuron,input,right
3986,720575940620749249,T5c,T5 Neuron,input,left
3987,720575940620749761,T5d,T5 Neuron,input,left
3988,720575940620750273,T5d,T5 Neuron,input,left
3989,720575940620751707,T5a,T5 Neuron,input,left
3990,720575940620754285,T5d,T5 Neuron,input,left
3991,720575940620755717,T4a,T4 Neuron,input,right
3992,720575940620757926,T4c,T4 Neuron,input,right
3993,720575940620760029,T4c,T4 Neuron,input,right
3994,720575940620764257,T5c,T5 Neuron,input,right
3995,720575940620765025,T5b,T5 Neuron,input,right
3996,720575940620765793,T4a,T4 Neuron,input,right
3997,720575940620765862,T5c,T5 Neuron,input,right
3998,720575940620766374,T5c,T5 Neuron,input,right
3999,720575940620766561,T5b,T5 Neuron,input,right
4000,720575940620766702,T4c,T4 Neuron,input,left
4001,720575940620766817,T4c,T4 Neuron,input,right
4002,720575940620767073,T5c,T5 Neuron,input,right
4003,720575940620767329,T5a,T5 Neuron,input,right
4004,720575940620767579,T4a,T4 Neuron,input,left
4005,720575940620768347,T5d,T5 Neuron,input,right
4006,720575940620770124,T4c,T4 Neuron,input,left
4007,720575940620771567,T5c,T5 Neuron,input,left
4008,720575940620771937,T4c,T4 Neuron,input,right
4009,720575940620773217,T4b,T4 Neuron,input,right
4010,720575940620773953,T5c,T5 Neuron,input,right
4011,720575940620778406,T5d,T5 Neuron,input,right
4012,720575940620778561,T5d,T5 Neuron,input,right
4013,720575940620778662,T5c,T5 Neuron,input,right
4014,720575940620782318,T4d,T4 Neuron,input,right
4015,720575940620785574,T4a,T4 Neuron,input,right
