node_index,root_id,type,family,role,side
559,720575940608618197,T4a,T4 Neuron,input,right
560,720575940608623115,T4a,T4 Neuron,input,right
561,720575940608632329,T5d,T5 Neuron,input,left
562,720575940608650507,T4b,T4 Neuron,input,right
563,720575940608661187,T5c,T5 Neuron,input,right
564,720575940608667605,T5a,T5 Neuron,input,right
565,720575940608668867,T5a,T5 Neuron,input,right
566,720575940608669379,T5b,T5 Neuron,input,right
567,720575940608675932,T4d,T4 Neuron,input,left
568,720575940608681993,T4b,T4 Neuron,input,left
569,720575940608694795,T4b,T4 Neuron,input,right
570,720575940608695817,T4a,T4 Neuron,input,left
571,720575940608697412,T4c,T4 Neuron,input,right
572,720575940608698121,T5c,T5 Neuron,input,left
573,720575940608708309,T4d,T4 Neuron,input,right
574,720575940608710492,T5b,T5 Neuron,input,left
575,720575940608720137,T4a,T4 Neuron,input,right
576,720575940608720597,T5c,T5 Neuron,input,left
577,720575940608724163,T5a,T5 Neuron,input,right
578,720575940608729097,T5a,T5 Neuron,input,right
579,720575940608738908,T4c,T4 Neuron,input,left
580,720575940608739164,T4a,T4 Neuron,input,left
581,720575940608749010,T5a,T5 Neuron,input,left
582,720575940608756693,T4b,T4 Neuron,input,right
583,720575940608760843,T4c,T4 Neuron,input,right
584,720575940608763147,T5c,T5 Neuron,input,right
585,720575940608781579,T4a,T4 Neuron,input,right
586,720575940608792026,T4d,T4 Neuron,input,right
587,720575940608802569,T4b,T4 Neuron,input,left
588,720575940608805444,T4d,T4 Neuron,input,left
589,720575940608808149,T4a,T4 Neuron,input,left
590,720575940608811529,T5a,T5 Neuron,input,left
591,720575940608823253,T5d,T5 Neuron,input,left
592,720575940608823765,T4d,T4 Neuron,input,left
593,720575940608833628,T5a,T5 Neuron,input,left
594,720575940608846019,T4d,T4 Neuron,input,right
595,720575940608850389,T5b,T5 Neuron,input,left
596,720575940608851925,T5b,T5 Neuron,input,left
597,720575940608853003,T5a,T5 Neuron,input,left
598,720575940608865803,T4c,T4 Neuron,input,left
599,720575940608866571,T4b,T4 Neuron,input,left
600,720575940608872131,T4d,T4 Neuron,input,left
601,720575940608872796,T5c,T5 Neuron,input,left
602,720575940608884572,T4b,T4 Neuron,input,left
603,720575940608895427,T5a,T5 Neuron,input,right
604,720575940608896779,T5d,T5 Neuron,input,left
605,720575940608920075,T4b,T4 Neuron,input,right
606,720575940608924740,T4a,T4 Neuron,input,right
607,720575940608933212,T4a,T4 Neuron,input,left
608,720575940608933468,T4c,T4 Neuron,input,left
609,720575940608936149,T5b,T5 Neuron,input,left
610,720575940608936284,T4c,T4 Neuron,input,right
611,720575940608947413,T4c,T4 Neuron,input,right
612,720575940608947651,T5d,T5 Neuron,input,right
613,720575940608953795,T5b,T5 Neuron,input,left
614,720575940608954307,T5c,T5 Neuron,input,right
615,720575940608962773,T4a,T4 Neuron,input,left
616,720575940608967179,T5d,T5 Neuron,input,left
617,720575940608972739,T5c,T5 Neuron,input,left
618,720575940608972995,T5c,T5 Neuron,input,right
619,720575940608974787,T4a,T4 Neuron,input,left
620,720575940608978012,T4d,T4 Neuron,input,left
621,720575940608998409,T5a,T5 Neuron,input,left
622,720575940608999363,T4d,T4 Neuron,input,right
623,720575940609000715,T4d,T4 Neuron,input,left
624,720575940609006857,T5a,T5 Neuron,input,right
625,720575940609008853,T4b,T4 Neuron,input,right
626,720575940609009877,T5a,T5 Neuron,input,right
627,720575940609026499,T4a,T4 Neuron,input,left
628,720575940609035785,T5d,T5 Neuron,input,left
629,720575940609042955,T4c,T4 Neuron,input,right
630,720575940609043925,T5b,T5 Neuron,input,right
631,720575940609048075,T5d,T5 Neuron,input,left
632,720575940609060107,T5c,T5 Neuron,input,left
633,720575940609062665,T4b,T4 Neuron,input,right
634,720575940609068227,T5b,T5 Neuron,input,right
635,720575940609078723,T4d,T4 Neuron,input,right
636,720575940609083349,T4b,T4 Neuron,input,left
637,720575940609097941,T5a,T5 Neuron,input,left
638,720575940609102805,T4d,T4 Neuron,input,left
639,720575940609104853,T4c,T4 Neuron,input,left
640,720575940609108316,T4c,T4 Neuron,input,right
641,720575940609113539,T5d,T5 Neuron,input,right
642,720575940609117451,T4d,T4 Neuron,input,left
643,720575940609123083,T4c,T4 Neuron,input,left
644,720575940609135829,T4b,T4 Neuron,input,left
645,720575940609137877,T5a,T5 Neuron,input,left
646,720575940609139907,T4d,T4 Neuron,input,left
647,720575940609152779,T4c,T4 Neuron,input,left
648,720575940609154243,T5c,T5 Neuron,input,left
649,720575940609160457,T5a,T5 Neuron,input,right
650,720575940609165833,T5a,T5 Neuron,input,left
651,720575940609179913,T4b,T4 Neuron,input,left
652,720575940609193227,T4d,T4 Neuron,input,left
653,720575940609195971,T5b,T5 Neuron,input,right
654,720575940609196739,T4b,T4 Neuron,input,left
655,720575940609201347,T5b,T5 Neuron,input,right
656,720575940609208412,T5d,T5 Neuron,input,right
657,720575940609224201,T4a,T4 Neuron,input,left
658,720575940609226453,T5a,T5 Neuron,input,right
659,720575940609226709,T5a,T5 Neuron,input,right
660,720575940609227275,T5d,T5 Neuron,input,left
661,720575940609228757,T5c,T5 Neuron,input,left
662,720575940609232341,T5c,T5 Neuron,input,left
663,720575940609251523,T5b,T5 Neuron,input,right
664,720575940609259733,T5c,T5 Neuron,input,left
665,720575940609263371,T5c,T5 Neuron,input,left
666,720575940609264988,T5b,T5 Neuron,input,left
667,720575940609270830,T4a,T4 Neuron,input,left
668,720575940609270979,T4c,T4 Neuron,input,left
669,720575940609274819,T5c,T5 Neuron,input,right
670,720575940609287945,T5a,T5 Neuron,input,left
671,720575940609289155,T4a,T4 Neuron,input,left
672,720575940609289411,T5b,T5 Neuron,input,left
673,720575940609290947,T5d,T5 Neuron,input,left
674,720575940609293660,T4b,T4 Neuron,input,right
675,720575940609295299,T5c,T5 Neuron,input,right
676,720575940609301515,T4b,T4 Neuron,input,left
677,720575940609302062,T4b,T4 Neuron,input,left
678,720575940609306819,T5c,T5 Neuron,input,left
679,720575940609310933,T5b,T5 Neuron,input,left
680,720575940609324245,T4d,T4 Neuron,input,left
681,720575940609341141,T5b,T5 Neuron,input,right
682,720575940609344866,T5c,T5 Neuron,input,right
683,720575940609351516,T5c,T5 Neuron,input,right
684,720575940609352387,T4d,T4 Neuron,input,right
685,720575940609360323,T5c,T5 Neuron,input,right
686,720575940609361621,T5d,T5 Neuron,input,right
687,720575940609377884,T4d,T4 Neuron,input,left
688,720575940609382921,T5d,T5 Neuron,input,right
689,720575940609411779,T4b,T4 Neuron,input,left
690,720575940609420043,T4a,T4 Neuron,input,right
691,720575940609420072,T5c,T5 Neuron,input,left
692,720575940609425347,T4a,T4 Neuron,input,right
693,720575940609437397,T4c,T4 Neuron,input,left
694,720575940609443285,T4b,T4 Neuron,input,left
695,720575940609494485,T5b,T5 Neuron,input,left
696,720575940609498325,T5a,T5 Neuron,input,left
697,720575940609499000,T4b,T4 Neuron,input,right
698,720575940609545155,T4d,T4 Neuron,input,left
699,720575940609545411,T5d,T5 Neuron,input,left
700,720575940609553476,T5b,T5 Neuron,input,right
701,720575940609554185,T4a,T4 Neuron,input,left
702,720575940609562819,T4a,T4 Neuron,input,left
703,720575940609567957,T5c,T5 Neuron,input,left
704,720575940609572216,T4b,T4 Neuron,input,left
705,720575940609574468,T4b,T4 Neuron,input,right
706,720575940609578702,T4a,T4 Neuron,input,right
707,720575940609600580,T5b,T5 Neuron,input,right
708,720575940609601092,T5b,T5 Neuron,input,right
709,720575940609627460,T5b,T5 Neuron,input,left
710,720575940609631812,T5a,T5 Neuron,input,left
711,720575940609633860,T4a,T4 Neuron,input,left
712,720575940609635886,T5c,T5 Neuron,input,left
713,720575940609652548,T4d,T4 Neuron,input,right
714,720575940609653699,T4d,T4 Neuron,input,left
715,720575940609663812,T5b,T5 Neuron,input,right
716,720575940609676739,T4d,T4 Neuron,input,left
717,720575940609683651,T4d,T4 Neuron,input,left
718,720575940609709269,T4b,T4 Neuron,input,left
719,720575940609711811,T5d,T5 Neuron,input,left
720,720575940609721186,T4b,T4 Neuron,input,right
721,720575940609739869,T4c,T4 Neuron,input,right
722,720575940609740381,T4a,T4 Neuron,input,right
723,720575940609743172,T5c,T5 Neuron,input,left
724,720575940609744733,T4a,T4 Neuron,input,right
725,720575940609751138,T4a,T4 Neuron,input,right
726,720575940609755843,T5a,T5 Neuron,input,left
727,720575940609762094,T4b,T4 Neuron,input,right
728,720575940609765643,T4b,T4 Neuron,input,left
729,720575940609772811,T4d,T4 Neuron,input,left
730,720575940609798130,T5a,T5 Neuron,input,right
731,720575940609799778,T4b,T4 Neuron,input,right
732,720575940609803989,T4a,T4 Neuron,input,right
733,720575940609804245,T4b,T4 Neuron,input,right
734,720575940609810013,T4b,T4 Neuron,input,right
735,720575940609826884,T5d,T5 Neuron,input,right
736,720575940609832387,T4c,T4 Neuron,input,right
737,720575940609835332,T5d,T5 Neuron,input,right
738,720575940609843298,T4c,T4 Neuron,input,right
739,720575940609848021,T5b,T5 Neuron,input,left
740,720575940609863492,T5a,T5 Neuron,input,left
741,720575940609889092,T4d,T4 Neuron,input,left
742,720575940609892363,T4a,T4 Neuron,input,left
743,720575940609896459,T4d,T4 Neuron,input,right
744,720575940609896750,T5a,T5 Neuron,input,right
745,720575940609898308,T5c,T5 Neuron,input,right
746,720575940609899844,T4d,T4 Neuron,input,right
747,720575940609907298,T4b,T4 Neuron,input,right
748,720575940609940178,T5c,T5 Neuron,input,left
749,720575940609942136,T4a,T4 Neuron,input,right
750,720575940609943928,T5d,T5 Neuron,input,right
751,720575940609946066,T5d,T5 Neuron,input,left
752,720575940609966690,T5b,T5 Neuron,input,right
753,720575940609972578,T4b,T4 Neuron,input,right
754,720575940609978834,T4c,T4 Neuron,input,left
755,720575940609985860,T5b,T5 Neuron,input,right
756,720575940609991236,T5a,T5 Neuron,input,left
757,720575940610047698,T4c,T4 Neuron,input,right
758,720575940610050499,T4c,T4 Neuron,input,right
759,720575940610051908,T5b,T5 Neuron,input,left
760,720575940610065614,T5c,T5 Neuron,input,right
761,720575940610070596,T5b,T5 Neuron,input,right
762,720575940610076792,T5c,T5 Neuron,input,right
763,720575940610077635,T5d,T5 Neuron,input,left
764,720575940610086264,T4b,T4 Neuron,input,right
765,720575940610100686,T5c,T5 Neuron,input,left
766,720575940610118468,T5d,T5 Neuron,input,left
767,720575940610133966,T5a,T5 Neuron,input,left
768,720575940610141902,T4b,T4 Neuron,input,left
769,720575940610176986,T4b,T4 Neuron,input,left
770,720575940610178261,T4b,T4 Neuron,input,left
771,720575940610188494,T5b,T5 Neuron,input,right
772,720575940610195139,T5d,T5 Neuron,input,right
773,720575940610213582,T5b,T5 Neuron,input,right
774,720575940610235342,T5a,T5 Neuron,input,right
775,720575940610238510,T5d,T5 Neuron,input,right
776,720575940610253410,T4a,T4 Neuron,input,right
777,720575940610282798,T5c,T5 Neuron,input,left
778,720575940610287299,T4d,T4 Neuron,input,left
779,720575940610294979,T5b,T5 Neuron,input,right
780,720575940610303790,T4c,T4 Neuron,input,right
781,720575940610332740,T4b,T4 Neuron,input,left
782,720575940610335698,T4c,T4 Neuron,input,left
783,720575940610345426,T4d,T4 Neuron,input,right
784,720575940610363972,T5c,T5 Neuron,input,right
785,720575940610364228,T4d,T4 Neuron,input,right
786,720575940610367044,T4a,T4 Neuron,input,right
787,720575940610367556,T4a,T4 Neuron,input,right
788,720575940610367812,T5b,T5 Neuron,input,right
789,720575940610377028,T4d,T4 Neuron,input,left
790,720575940610382404,T5d,T5 Neuron,input,left
791,720575940610395506,T5d,T5 Neuron,input,left
792,720575940610396718,T4b,T4 Neuron,input,right
793,720575940610397230,T5b,T5 Neuron,input,right
794,720575940610397486,T5d,T5 Neuron,input,right
795,720575940610400580,T4d,T4 Neuron,input,left
796,720575940610406702,T5c,T5 Neuron,input,right
797,720575940610412078,T4d,T4 Neuron,input,left
798,720575940610428099,T4d,T4 Neuron,input,right
799,720575940610428484,T5c,T5 Neuron,input,left
800,720575940610428996,T5b,T5 Neuron,input,left
801,720575940610470724,T4b,T4 Neuron,input,left
802,720575940610481528,T4d,T4 Neuron,input,right
803,720575940610492484,T4d,T4 Neuron,input,right
804,720575940610493560,T4b,T4 Neuron,input,right
805,720575940610508334,T4c,T4 Neuron,input,right
806,720575940610514274,T4b,T4 Neuron,input,right
807,720575940610515320,T5c,T5 Neuron,input,left
808,720575940610515698,T5b,T5 Neuron,input,right
809,720575940610532501,T4d,T4 Neuron,input,right
810,720575940610532757,T4a,T4 Neuron,input,right
811,720575940610534702,T4a,T4 Neuron,input,left
812,720575940610535236,T4a,T4 Neuron,input,left
813,720575940610537336,T5c,T5 Neuron,input,left
814,720575940610539250,T4b,T4 Neuron,input,right
815,720575940610555204,T5a,T5 Neuron,input,right
816,720575940610557048,T5b,T5 Neuron,input,right
817,720575940610562424,T4d,T4 Neuron,input,right
818,720575940610582392,T4b,T4 Neuron,input,right
819,720575940610583342,T5a,T5 Neuron,input,left
820,720575940610584110,T5d,T5 Neuron,input,left
821,720575940610585208,T4b,T4 Neuron,input,right
822,720575940610585646,T4c,T4 Neuron,input,right
823,720575940610585976,T4d,T4 Neuron,input,right
824,720575940610587000,T5b,T5 Neuron,input,right
825,720575940610587972,T5b,T5 Neuron,input,right
826,720575940610622869,T4a,T4 Neuron,input,left
827,720575940610623089,T4b,T4 Neuron,input,right
828,720575940610633682,T4c,T4 Neuron,input,right
829,720575940610637266,T4d,T4 Neuron,input,right
830,720575940610637688,T4b,T4 Neuron,input,right
831,720575940610639729,T5a,T5 Neuron,input,right
832,720575940610649810,T5c,T5 Neuron,input,right
833,720575940610651346,T4a,T4 Neuron,input,right
834,720575940610651694,T5c,T5 Neuron,input,left
835,720575940610658606,T5a,T5 Neuron,input,left
836,720575940610661752,T4b,T4 Neuron,input,left
837,720575940610663537,T4c,T4 Neuron,input,left
838,720575940610680433,T5c,T5 Neuron,input,right
839,720575940610689173,T5b,T5 Neuron,input,left
840,720575940610690709,T4d,T4 Neuron,input,right
841,720575940610695726,T4c,T4 Neuron,input,left
842,720575940610707057,T4b,T4 Neuron,input,left
843,720575940610713810,T5a,T5 Neuron,input,right
844,720575940610717155,T5b,T5 Neuron,input,left
845,720575940610722914,T5c,T5 Neuron,input,left
846,720575940610723026,T5a,T5 Neuron,input,right
847,720575940610725218,T4b,T4 Neuron,input,right
848,720575940610726190,T5d,T5 Neuron,input,left
849,720575940610727266,T5d,T5 Neuron,input,right
850,720575940610729113,T4b,T4 Neuron,input,left
851,720575940610730082,T5a,T5 Neuron,input,right
852,720575940610731618,T5d,T5 Neuron,input,right
853,720575940610732130,T4c,T4 Neuron,input,right
854,720575940610732386,T5d,T5 Neuron,input,right
855,720575940610735458,T4d,T4 Neuron,input,right
856,720575940610735480,T4c,T4 Neuron,input,left
857,720575940610736533,T4a,T4 Neuron,input,right
858,720575940610739576,T4d,T4 Neuron,input,left
859,720575940610742882,T5d,T5 Neuron,input,right
860,720575940610747285,T5c,T5 Neuron,input,left
861,720575940610751608,T5d,T5 Neuron,input,left
862,720575940610756465,T4c,T4 Neuron,input,left
863,720575940610759378,T4c,T4 Neuron,input,right
864,720575940610763896,T4d,T4 Neuron,input,left
865,720575940610773602,T4b,T4 Neuron,input,right
866,720575940610776162,T4b,T4 Neuron,input,right
867,720575940610788216,T5b,T5 Neuron,input,left
868,720575940610793365,T4d,T4 Neuron,input,right
869,720575940610805858,T5b,T5 Neuron,input,right
870,720575940610811746,T5d,T5 Neuron,input,right
871,720575940610814328,T4d,T4 Neuron,input,right
872,720575940610814682,T5c,T5 Neuron,input,right
873,720575940610816881,T4b,T4 Neuron,input,right
874,720575940610835922,T4c,T4 Neuron,input,right
875,720575940610845333,T4c,T4 Neuron,input,right
876,720575940610861717,T4d,T4 Neuron,input,right
877,720575940610862638,T4a,T4 Neuron,input,right
878,720575940610863150,T4d,T4 Neuron,input,right
879,720575940610865614,T5b,T5 Neuron,input,right
880,720575940610876258,T4d,T4 Neuron,input,right
881,720575940610887748,T5d,T5 Neuron,input,left
882,720575940610893358,T4b,T4 Neuron,input,left
883,720575940610895684,T5b,T5 Neuron,input,right
884,720575940610895940,T5b,T5 Neuron,input,right
885,720575940610896708,T5b,T5 Neuron,input,right
886,720575940610905050,T4b,T4 Neuron,input,left
887,720575940610907204,T5d,T5 Neuron,input,right
888,720575940610907654,T4b,T4 Neuron,input,right
889,720575940610912691,T5c,T5 Neuron,input,left
890,720575940610914010,T5b,T5 Neuron,input,right
891,720575940610937810,T5b,T5 Neuron,input,left
892,720575940610967650,T5c,T5 Neuron,input,left
893,720575940610968562,T4a,T4 Neuron,input,right
894,720575940610970586,T5d,T5 Neuron,input,right
895,720575940610977746,T5b,T5 Neuron,input,left
896,720575940610983634,T4b,T4 Neuron,input,right
897,720575940610984398,T5a,T5 Neuron,input,right
898,720575940610989944,T5d,T5 Neuron,input,right
899,720575940610991834,T5d,T5 Neuron,input,left
900,720575940610992850,T4c,T4 Neuron,input,left
901,720575940610994130,T4a,T4 Neuron,input,left
902,720575940610994898,T4a,T4 Neuron,input,left
903,720575940610995298,T5d,T5 Neuron,input,left
904,720575940611002210,T5a,T5 Neuron,input,right
905,720575940611027810,T5b,T5 Neuron,input,left
906,720575940611028849,T4a,T4 Neuron,input,left
907,720575940611030574,T4c,T4 Neuron,input,left
908,720575940611041459,T5b,T5 Neuron,input,right
909,720575940611044910,T5c,T5 Neuron,input,left
910,720575940611049678,T4d,T4 Neuron,input,right
911,720575940611060548,T4c,T4 Neuron,input,left
912,720575940611064418,T4c,T4 Neuron,input,left
913,720575940611067505,T5b,T5 Neuron,input,right
914,720575940611079010,T4b,T4 Neuron,input,left
915,720575940611084566,T4a,T4 Neuron,input,right
916,720575940611090073,T5b,T5 Neuron,input,left
917,720575940611091058,T5d,T5 Neuron,input,left
918,720575940611094626,T4a,T4 Neuron,input,left
919,720575940611108194,T4a,T4 Neuron,input,right
920,720575940611110446,T4b,T4 Neuron,input,left
921,720575940611113592,T4a,T4 Neuron,input,left
922,720575940611121506,T4d,T4 Neuron,input,right
923,720575940611125202,T4d,T4 Neuron,input,left
924,720575940611128274,T4c,T4 Neuron,input,left
925,720575940611129720,T4c,T4 Neuron,input,left
926,720575940611130744,T5c,T5 Neuron,input,right
927,720575940611135352,T5a,T5 Neuron,input,left
928,720575940611136435,T4b,T4 Neuron,input,right
